1570980,1261590
922350,-1065240
1403670,568650
1393890,10410
1335330,-1392360
1192020,502290
695190,845790
867270,-1076040
1116000,859560
974880,-9510
1170780,531060
1077210,313650
1061640,-688800
1438500,-951060
1452360,-1211520
689280,-395670
1218360,995910
1146420,543930
1278330,237510
1010730,847170
1249260,-217080
1542060,1101240
1199610,-892770
917520,842310
1577280,1167960
1544340,-1180500
1551180,1230930
698790,-886230
1274970,174690
1598910,735930
1022880,497250
964140,-899250
1567920,-899400
1398960,-962580
1583100,1191270
1580310,550620
1004880,-560850
1559910,-1458930
1129590,456660
1087500,-420870
1099350,-500340
1164600,-99270
1067850,335490
1468530,406530
1121730,1000740
1295370,180330
825330,900360
1248960,942480
1551390,1326330
943830,-308130
1015770,-1176420
1242960,1236150
888360,-774060
1352610,-1126260
1003710,615990
1070970,-862410
1176120,-238650
1415370,875940
1123320,771360
1480890,-1219860
1104870,1085400
1411170,-1058580
1438920,-1393170
1166070,579570
1594320,380880
770610,-111210
867960,314400
1319850,1014510
1160190,492600
1211790,-672690
1218990,1016490
1477530,485460
1228140,477720
1084440,-1221420
943350,-490860
1133370,-789450
1465860,-1217430
1234230,661680
1251330,-1317300
1225350,480180
1194990,330420
1128540,-187620
1489050,243810
1234380,-1162020
1277430,1268880
1149360,113970
1414710,-1033500
1301700,7410
1153800,-980010
970920,832230
1588590,-1421460
955110,-127500
1115520,1010340
1184940,748500
1659300,1175670
1446300,625320
1382220,-996480
1227570,287340
1423020,-1068630
981090,-145500
902730,-348360
1509390,-1024710
1488930,380760
1238610,-959250
1478760,280170
1277700,383610
1167210,124890
1085460,-603930
875520,-481950
1567710,-1122120
788010,-914610
582030,599550
1497480,-1375590
1322460,-1142910
1195770,-517050
866010,133950
1008330,135810
834330,520650
1075590,-533760
1404720,-965490
1349220,828510
1062750,575970
1143810,-991380
1591290,848430
1577190,523770
697950,692850
1162020,250650
1378590,-125550
790740,-436890
1272360,-1245360
1035000,245040
1314330,995250
678660,-329070
736350,68640
1347990,-1281750
878520,664260
1420260,1055940
630720,-834900
669780,-188760
1226490,-656220
1214730,1078830
727050,-287430
1132740,-579870
1104360,918390
850230,-914280
1213260,-1246110
704550,853980
1269930,625530
1160790,-398820
1423410,538260
1501110,350730
1317840,-143910
1389030,349770
1337790,-1103820
1441980,225240
1144380,-401010
960870,133620
1180320,-1216380
1212570,358830
635520,-234630
831180,637560
940590,645960
1371180,742530
1091250,-1265310
1597560,1148010
758550,-967230
1172520,-783180
